,img,bbox,label
340,../../malaria/images/6b8048ed-ebd7-4789-ba87-c1ba94801481.png,"[(1036, 250, 1158, 388), (645, 1381, 758, 1524), (968, 177, 1087, 294), (522, 953, 649, 1075), (583, 64, 714, 197), (792, 1067, 927, 1200), (416, 924, 531, 1043), (888, 1008, 1003, 1129), (479, 105, 602, 228), (735, 1136, 850, 1273), (934, 1424, 1051, 1565), (79, 861, 221, 979), (647, 887, 772, 1014), (1032, 14, 1139, 169), (562, 1446, 672, 1588), (95, 551, 218, 660), (262, 1042, 350, 1155), (569, 1181, 672, 1302), (25, 748, 131, 901), (476, 1301, 600, 1425), (661, 1167, 769, 1318), (325, 944, 422, 1046), (9, 1365, 135, 1490), (383, 1286, 508, 1397), (448, 1174, 575, 1302), (328, 1076, 459, 1177)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
341,../../malaria/images/ac4d6507-d710-497b-ad7c-e0dd75c1d06d.png,"[(961, 669, 1085, 797), (576, 816, 705, 994), (74, 53, 201, 172), (913, 433, 1037, 550), (781, 145, 908, 267), (963, 565, 1064, 671), (638, 543, 761, 665), (94, 1150, 222, 1273), (1031, 171, 1165, 287), (536, 502, 657, 627), (310, 496, 429, 620), (522, 29, 629, 139), (269, 955, 390, 1071), (866, 161, 991, 278), (338, 682, 472, 824), (48, 612, 184, 744), (714, 1091, 835, 1225), (984, 1401, 1112, 1542), (4, 1459, 115, 1585), (1060, 921, 1195, 1061), (26, 426, 159, 550), (999, 865, 1117, 976), (541, 647, 657, 763), (1043, 759, 1161, 880), (337, 198, 451, 326), (1070, 65, 1189, 170), (798, 793, 930, 910), (293, 1245, 417, 1370), (493, 1318, 608, 1429), (694, 475, 864, 614), (506, 1037, 650, 1127), (195, 75, 317, 190), (564, 1116, 677, 1235), (374, 1410, 527, 1515), (610, 1136, 711, 1237), (334, 1475, 508, 1595)]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
342,../../malaria/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,"[(150, 1345, 257, 1448), (329, 377, 435, 482), (361, 1157, 468, 1254), (299, 1089, 377, 1174), (28, 1384, 133, 1510), (382, 176, 484, 277), (694, 648, 807, 762), (1020, 746, 1138, 860), (854, 738, 971, 856), (229, 269, 353, 373), (445, 1303, 543, 1427), (505, 766, 622, 873), (760, 1279, 865, 1388), (969, 1140, 1087, 1249), (543, 1482, 633, 1577), (816, 333, 934, 465), (713, 760, 808, 864), (661, 1121, 766, 1232), (274, 1395, 361, 1495), (424, 1031, 524, 1140), (130, 1037, 216, 1151), (54, 269, 148, 363), (541, 1322, 631, 1422), (823, 1403, 915, 1508), (207, 1114, 306, 1219), (866, 1320, 973, 1412), (811, 632, 926, 738), (197, 1446, 293, 1546), (218, 1266, 312, 1371), (565, 990, 680, 1104), (663, 1251, 770, 1352), (552, 875, 635, 997), (776, 1191, 871, 1286), (749, 988, 860, 1106), (197, 965, 290, 1058), (256, 549, 370, 663), (1050, 1008, 1164, 1121), (430, 51, 552, 160), (473, 939, 571, 1040), (921, 996, 1026, 1086), (607, 1379, 690, 1465), (176, 491, 293, 614), (864, 1204, 997, 1322), (610, 800, 712, 907), (536, 1211, 619, 1305), (96, 452, 192, 552), (676, 321, 759, 424), (51, 68, 145, 177), (265, 913, 361, 1002), (237, 370, 354, 488), (762, 883, 875, 978), (53, 928, 141, 1040), (595, 584, 705, 714), (353, 1001, 421, 1100), (504, 1113, 652, 1237), (362, 285, 465, 370), (1023, 300, 1146, 404), (415, 1174, 526, 1279), (440, 670, 558, 793), (86, 1181, 188, 1298), (357, 484, 436, 577), (368, 907, 464, 1007), (1027, 396, 1132, 492), (467, 160, 577, 269), (982, 205, 1091, 315), (877, 879, 973, 986), (1017, 1313, 1136, 1403), (791, 821, 898, 931), (868, 477, 986, 595), (8, 1078, 94, 1181), (483, 456, 597, 548), (21, 1222, 134, 1317), (397, 768, 486, 892), (691, 1094, 794, 1181), (916, 237, 1014, 344), (965, 719, 1067, 830), (588, 248, 684, 376), (1033, 1241, 1152, 1345), (63, 379, 171, 504), (101, 890, 210, 1038), (428, 278, 569, 404), (312, 714, 419, 813), (4, 216, 109, 284), (590, 349, 680, 456), (811, 464, 918, 548), (430, 492, 528, 603), (500, 616, 610, 732), (302, 779, 406, 883), (623, 1311, 738, 1422), (302, 841, 415, 928)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
343,../../malaria/images/3d4d7ba7-6c7c-4ddd-b282-31fb5d80edb5.png,"[(924, 1092, 1023, 1182), (1060, 46, 1167, 151), (729, 528, 831, 628), (966, 707, 1055, 808), (451, 1315, 547, 1425), (969, 534, 1064, 637), (450, 492, 554, 596), (465, 974, 569, 1095), (691, 150, 787, 250), (39, 226, 146, 323), (96, 1404, 205, 1523), (208, 1094, 312, 1201), (61, 1080, 161, 1184), (552, 1341, 656, 1439), (393, 300, 513, 409), (213, 416, 316, 520), (736, 391, 845, 502), (881, 74, 989, 189), (83, 566, 191, 677), (54, 129, 163, 220), (872, 1459, 968, 1549), (673, 911, 791, 1029), (294, 613, 406, 741), (754, 1375, 857, 1480), (41, 803, 136, 905), (1061, 1057, 1166, 1160), (1075, 643, 1192, 760), (697, 1197, 791, 1288), (456, 210, 549, 310), (550, 1158, 651, 1255), (676, 1071, 776, 1178), (125, 350, 226, 458), (670, 728, 771, 831), (145, 982, 256, 1099), (213, 966, 308, 1075), (45, 1244, 152, 1339), (105, 448, 206, 557), (855, 1173, 975, 1284), (333, 1313, 435, 1415), (3, 460, 106, 564), (1069, 529, 1193, 649), (889, 810, 1003, 920), (226, 1483, 330, 1591), (840, 1261, 948, 1377), (341, 798, 453, 907), (927, 1337, 1011, 1432), (406, 413, 505, 521), (407, 1381, 509, 1485), (325, 391, 421, 487), (356, 977, 452, 1082), (736, 809, 838, 922), (418, 48, 524, 150), (1, 54, 102, 148), (249, 811, 342, 907), (751, 768, 858, 878), (299, 929, 388, 1034), (779, 30, 862, 119), (409, 597, 523, 672), (19, 1205, 123, 1311), (397, 1500, 490, 1595), (14, 2, 109, 107), (1093, 267, 1200, 372), (347, 879, 471, 990)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
344,../../malaria/images/787abd97-dd37-4212-8b43-61696eb3abc0.png,"[(662, 1393, 766, 1502), (61, 148, 168, 258), (384, 598, 493, 701), (14, 360, 124, 467), (599, 477, 702, 591), (226, 1221, 333, 1340), (581, 116, 702, 232), (202, 835, 313, 950), (421, 691, 540, 811), (594, 938, 707, 1066), (19, 1339, 135, 1458), (476, 1295, 580, 1435), (598, 685, 703, 808), (766, 1358, 883, 1499), (394, 988, 513, 1124), (763, 406, 886, 543), (939, 197, 1049, 305), (636, 604, 784, 729), (199, 36, 320, 155), (711, 429, 814, 551), (879, 1407, 1005, 1540), (520, 227, 646, 373), (900, 158, 1017, 281)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
345,../../malaria/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,"[(189, 915, 299, 1037), (991, 777, 1118, 904), (610, 1262, 722, 1377), (415, 1329, 535, 1452), (184, 259, 280, 365), (133, 751, 259, 878), (805, 54, 909, 145), (873, 48, 970, 152), (1029, 1442, 1157, 1573), (698, 508, 827, 640), (898, 428, 1020, 528), (204, 656, 327, 786), (507, 88, 593, 177), (816, 913, 953, 1028), (749, 1070, 873, 1182), (965, 153, 1079, 264), (931, 1365, 1083, 1493), (888, 347, 1016, 467), (1070, 594, 1172, 706), (32, 1324, 145, 1441), (874, 808, 1008, 929), (438, 164, 562, 284), (14, 1057, 129, 1176), (435, 1147, 545, 1255), (1019, 507, 1110, 598), (1015, 413, 1132, 525), (955, 77, 1044, 174), (835, 1258, 973, 1381), (349, 96, 458, 306), (524, 1348, 702, 1485), (762, 1187, 905, 1307), (894, 638, 1018, 791), (428, 1198, 541, 1311), (314, 1223, 417, 1328), (165, 1099, 255, 1191), (36, 1211, 137, 1296), (111, 1444, 208, 1542), (246, 1095, 359, 1202), (118, 1275, 214, 1365), (101, 1377, 207, 1474), (212, 1192, 306, 1307), (787, 1450, 885, 1557), (926, 1463, 1027, 1547), (684, 1149, 777, 1251), (762, 841, 877, 937), (761, 646, 898, 751), (379, 327, 486, 432), (39, 571, 120, 665), (546, 601, 648, 695), (340, 813, 453, 905), (276, 787, 377, 894)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
346,../../malaria/images/78c35732-7e31-4153-842e-55ab1cd656f6.png,"[(496, 353, 589, 449), (658, 373, 752, 466), (261, 1346, 363, 1439), (304, 638, 409, 758), (159, 635, 266, 736), (298, 265, 412, 370), (714, 296, 809, 421), (304, 69, 419, 179), (967, 630, 1097, 742), (766, 755, 854, 845), (381, 1368, 494, 1482), (483, 133, 602, 248), (611, 200, 729, 317), (573, 498, 671, 605), (734, 1470, 845, 1571), (685, 1394, 784, 1492), (930, 270, 1044, 375), (438, 1248, 539, 1344), (604, 723, 703, 826), (947, 1009, 1040, 1108), (90, 1237, 181, 1341), (614, 1495, 719, 1590), (1000, 346, 1127, 470), (1079, 90, 1173, 201), (143, 1455, 236, 1555), (161, 1015, 269, 1112), (1092, 1284, 1197, 1392), (388, 482, 496, 587), (843, 1144, 938, 1269), (275, 1486, 380, 1589), (848, 685, 958, 802), (694, 815, 799, 923), (966, 537, 1068, 635), (422, 754, 529, 867), (113, 236, 214, 344), (274, 448, 370, 537), (224, 1446, 314, 1546), (1047, 1162, 1148, 1255), (806, 295, 903, 398), (902, 84, 996, 183), (986, 73, 1076, 172), (374, 1159, 479, 1240), (495, 1140, 610, 1244), (1021, 861, 1129, 970), (201, 267, 288, 356), (861, 199, 942, 310), (1, 950, 91, 1033), (381, 664, 492, 768), (480, 968, 598, 1079), (965, 897, 1061, 1006), (95, 585, 186, 683), (1015, 793, 1098, 891), (1000, 1066, 1119, 1183), (150, 1, 256, 113), (955, 1132, 1042, 1286), (902, 290, 998, 400), (310, 512, 409, 619), (918, 1423, 1017, 1531), (548, 1200, 658, 1298), (871, 1383, 969, 1481), (554, 758, 644, 860), (277, 368, 398, 449), (1063, 43, 1178, 125), (75, 245, 195, 333), (422, 487, 526, 598), (5, 170, 97, 267), (786, 657, 888, 730)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
347,../../malaria/images/f97c7c87-5e27-45ea-9f93-3285d74091de.png,"[(52, 97, 159, 193), (71, 955, 171, 1053), (596, 1036, 707, 1147), (434, 105, 540, 209), (536, 673, 662, 797), (333, 1163, 449, 1285), (207, 1120, 308, 1227), (315, 400, 416, 503), (390, 846, 484, 940), (790, 109, 897, 212), (647, 286, 755, 385), (214, 534, 317, 636), (1042, 1393, 1153, 1511), (92, 428, 212, 541), (481, 1277, 608, 1402), (595, 1416, 696, 1519), (285, 1035, 398, 1144), (788, 857, 888, 955), (27, 593, 140, 701), (576, 493, 686, 602), (262, 1283, 358, 1386), (808, 629, 919, 744), (314, 736, 421, 843), (744, 1424, 871, 1560), (639, 477, 754, 580), (709, 960, 826, 1066), (307, 44, 423, 143), (902, 1031, 1013, 1152), (305, 167, 417, 278), (239, 296, 350, 423), (113, 561, 210, 682), (217, 645, 334, 746), (420, 706, 532, 823), (656, 1219, 748, 1321), (95, 746, 211, 839), (793, 311, 919, 434), (1053, 986, 1169, 1080), (290, 625, 419, 727), (495, 1174, 594, 1276), (483, 979, 585, 1092), (558, 1176, 645, 1303), (485, 295, 598, 415), (0, 1197, 131, 1299)]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
348,../../malaria/images/99d6a7e5-128e-4455-841d-8fbd1663905e.png,"[(1041, 184, 1146, 325), (671, 966, 799, 1085), (316, 1333, 453, 1444), (612, 736, 736, 865), (91, 1044, 205, 1156), (899, 674, 1008, 817), (752, 698, 874, 826), (807, 286, 918, 424), (803, 986, 926, 1117), (552, 615, 665, 765), (294, 222, 424, 360), (604, 864, 729, 1012), (682, 1291, 806, 1412), (1071, 1354, 1199, 1476), (345, 704, 469, 823), (404, 324, 528, 475), (249, 697, 357, 822), (51, 667, 165, 807), (179, 553, 297, 700), (467, 504, 572, 640), (472, 1185, 601, 1339), (708, 289, 821, 457), (943, 287, 1044, 467), (508, 416, 615, 582), (369, 1084, 484, 1211), (1063, 596, 1179, 739), (58, 313, 163, 461), (155, 1376, 262, 1539), (1, 362, 86, 499), (1012, 757, 1131, 933), (373, 1171, 487, 1303), (605, 27, 698, 214), (149, 652, 244, 821)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
349,../../malaria/images/dd60b6a7-c545-45b9-8250-d1633aa1ac75.png,"[(74, 170, 184, 281), (932, 168, 1037, 272), (242, 134, 349, 243), (900, 1073, 988, 1186), (1037, 667, 1147, 796), (359, 940, 474, 1076), (188, 231, 295, 343), (5, 1168, 123, 1292), (703, 482, 815, 591), (636, 349, 760, 473), (640, 548, 731, 640), (534, 647, 658, 789), (14, 799, 129, 924), (293, 1, 384, 98), (197, 634, 307, 740), (124, 700, 224, 820), (528, 862, 647, 995), (171, 380, 276, 503), (84, 1399, 199, 1515), (294, 237, 368, 391), (369, 276, 504, 446)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
350,../../malaria/images/bfe65b11-8aff-46aa-908b-1e989d25fdc4.png,"[(701, 1315, 810, 1421), (48, 1471, 158, 1577), (197, 53, 312, 167), (1004, 910, 1125, 1025), (912, 842, 1018, 966), (339, 21, 460, 134), (654, 595, 773, 694), (1046, 390, 1157, 503), (751, 1176, 868, 1296), (53, 250, 174, 372), (381, 923, 466, 1036), (982, 211, 1100, 314), (402, 647, 532, 734), (796, 619, 919, 726), (849, 183, 952, 279), (211, 906, 308, 1018), (439, 549, 565, 654), (40, 895, 141, 1016), (192, 735, 284, 826), (904, 296, 1017, 404), (935, 662, 1061, 779), (603, 664, 722, 763), (742, 286, 845, 397), (53, 1073, 176, 1176), (653, 1207, 780, 1324), (622, 741, 746, 844), (705, 105, 815, 197), (180, 1038, 304, 1136), (290, 908, 382, 1038), (1067, 1257, 1188, 1361), (392, 729, 506, 833), (821, 1003, 939, 1128), (826, 410, 962, 526), (988, 41, 1107, 143), (356, 1348, 464, 1468), (293, 226, 398, 323), (311, 661, 426, 767), (86, 27, 206, 150), (1085, 173, 1196, 277), (1065, 1363, 1172, 1435), (1052, 1008, 1199, 1108), (341, 1058, 481, 1177), (176, 1443, 292, 1569), (447, 1478, 542, 1568), (84, 403, 201, 530), (390, 355, 529, 458), (163, 1116, 271, 1251), (575, 1304, 691, 1407), (654, 189, 806, 269), (823, 224, 927, 339), (37, 544, 142, 654), (122, 984, 233, 1091), (964, 322, 1087, 431), (416, 1142, 592, 1237), (366, 1301, 480, 1398), (212, 784, 340, 900), (454, 1394, 569, 1494), (560, 764, 690, 878), (104, 804, 192, 922), (704, 1455, 835, 1576), (595, 847, 710, 964), (112, 1260, 239, 1380), (1075, 1406, 1193, 1513), (1019, 1223, 1121, 1337), (332, 260, 457, 377), (691, 51, 820, 129), (458, 803, 594, 904), (967, 1204, 1065, 1324), (536, 1273, 660, 1361), (325, 1410, 444, 1518), (698, 244, 811, 338), (116, 527, 232, 649), (1031, 1114, 1199, 1188), (56, 1201, 188, 1314), (73, 1339, 204, 1449), (461, 448, 592, 562), (615, 272, 759, 399), (160, 194, 270, 306), (82, 1179, 240, 1266), (633, 14, 786, 107), (73, 775, 206, 878)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
351,../../malaria/images/406e05f0-4444-414c-bb40-f4cb08e75ac9.png,"[(1074, 39, 1195, 166), (751, 37, 864, 151), (924, 91, 1062, 209), (969, 166, 1074, 267), (30, 50, 142, 174), (133, 0, 256, 119), (174, 118, 282, 226), (284, 155, 403, 263), (965, 349, 1087, 476), (978, 457, 1102, 558), (1079, 370, 1187, 476), (864, 484, 986, 596), (754, 541, 876, 650), (573, 241, 687, 349), (609, 347, 723, 448), (461, 316, 581, 416), (413, 289, 536, 409), (372, 390, 489, 513), (286, 474, 414, 594), (334, 504, 452, 605), (457, 502, 549, 627), (489, 637, 588, 749), (603, 616, 728, 724), (877, 639, 984, 752), (805, 723, 937, 831), (988, 693, 1100, 801), (877, 986, 993, 1096), (743, 988, 849, 1090), (569, 874, 680, 997), (413, 902, 504, 1040), (306, 665, 426, 782), (19, 644, 131, 767), (209, 723, 317, 853), (896, 1368, 1031, 1488), (782, 1165, 896, 1273), (680, 1131, 786, 1251), (586, 1225, 698, 1329), (15, 879, 127, 967), (131, 911, 237, 1018), (280, 932, 396, 1049), (129, 1372, 239, 1494), (144, 1165, 267, 1284), (246, 1122, 355, 1249), (314, 1294, 424, 1410), (383, 1370, 487, 1475), (336, 1171, 437, 1286), (508, 1087, 611, 1187), (431, 1184, 564, 1320), (475, 942, 637, 1081)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
352,../../malaria/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,"[(257, 883, 357, 995), (768, 867, 875, 962), (718, 1097, 818, 1202), (964, 839, 1070, 965), (657, 1318, 758, 1423), (195, 415, 307, 535), (941, 59, 1048, 175), (582, 1416, 693, 1522), (662, 491, 775, 610), (12, 355, 110, 462), (600, 1183, 691, 1289), (492, 1165, 605, 1294), (534, 952, 637, 1071), (133, 78, 244, 199), (238, 514, 357, 621), (613, 1070, 701, 1176), (1012, 262, 1134, 395), (236, 657, 335, 764), (1047, 110, 1151, 209), (322, 1002, 416, 1119), (321, 702, 415, 817), (62, 244, 183, 374), (675, 167, 772, 274), (385, 816, 482, 915), (252, 118, 345, 228), (106, 540, 210, 649), (12, 479, 120, 591), (743, 324, 852, 445), (610, 406, 729, 519), (790, 1409, 908, 1535), (383, 440, 515, 579), (162, 817, 281, 936), (801, 1165, 893, 1273), (65, 1000, 183, 1121), (107, 426, 211, 550), (911, 1213, 1016, 1308), (844, 591, 947, 693), (568, 808, 697, 941), (719, 1217, 832, 1325), (738, 954, 862, 1070), (902, 1406, 1029, 1530), (194, 610, 306, 721), (868, 712, 966, 818), (894, 329, 995, 440), (399, 341, 510, 444), (954, 680, 1038, 794), (392, 220, 500, 336), (843, 917, 959, 1033), (397, 871, 510, 1004), (689, 945, 771, 1034), (1072, 827, 1186, 947), (817, 528, 932, 636), (180, 251, 272, 359), (12, 789, 108, 904), (693, 267, 794, 385), (518, 419, 616, 526), (894, 1015, 1004, 1127), (24, 1142, 156, 1256), (913, 412, 1028, 509), (395, 18, 501, 120), (73, 901, 167, 1001), (82, 642, 184, 750), (1061, 695, 1172, 798), (945, 965, 1053, 1077), (1012, 522, 1099, 638), (937, 1127, 1045, 1226), (473, 680, 598, 784), (306, 380, 406, 511), (156, 156, 272, 265), (137, 1473, 226, 1580), (990, 425, 1130, 554), (908, 1299, 1025, 1422), (106, 815, 201, 920), (727, 722, 819, 813), (64, 691, 163, 792), (23, 581, 118, 680), (737, 53, 843, 164), (797, 698, 905, 822), (848, 475, 962, 588), (178, 15, 291, 104), (262, 298, 400, 410), (287, 254, 408, 376), (808, 1264, 941, 1409), (338, 109, 468, 225), (548, 723, 732, 851), (845, 41, 928, 169), (753, 19, 860, 130), (1072, 13, 1162, 131), (1091, 515, 1196, 616), (453, 751, 563, 860), (1069, 759, 1185, 877), (963, 1080, 1080, 1181), (847, 1514, 956, 1598), (1054, 1123, 1177, 1234), (8, 856, 103, 982), (1038, 674, 1140, 783)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
353,../../malaria/images/8490c623-3d88-4532-baf5-0d266a45b16f.png,"[(138, 976, 258, 1098), (50, 885, 164, 995), (675, 1116, 781, 1226), (993, 1191, 1092, 1293), (768, 1045, 884, 1167), (112, 662, 208, 762), (1000, 1293, 1112, 1411), (282, 885, 405, 1000), (83, 776, 188, 881), (310, 128, 441, 228), (572, 1184, 693, 1295), (781, 1328, 896, 1439), (249, 1169, 370, 1285), (742, 1213, 861, 1318), (801, 568, 920, 675), (1038, 512, 1145, 611), (943, 38, 1053, 154), (870, 1209, 985, 1326), (832, 368, 950, 494), (937, 416, 1048, 547), (452, 758, 576, 877), (973, 1003, 1087, 1144), (403, 671, 515, 781), (163, 851, 280, 955), (857, 1084, 980, 1209), (62, 338, 171, 435), (8, 1028, 127, 1125), (924, 566, 1029, 676), (798, 845, 924, 977), (902, 1341, 1005, 1444), (1019, 325, 1131, 438), (39, 1347, 143, 1449), (111, 221, 223, 341), (686, 986, 801, 1105), (1048, 188, 1149, 320), (216, 183, 327, 291), (313, 312, 423, 413), (191, 1089, 301, 1187), (14, 525, 120, 626), (172, 594, 293, 702), (768, 460, 869, 564), (551, 1036, 667, 1151), (224, 447, 345, 553), (665, 1304, 784, 1421), (93, 1104, 180, 1216), (631, 911, 733, 1013), (368, 37, 493, 143), (694, 825, 809, 947), (1089, 1043, 1187, 1167), (947, 223, 1050, 332), (612, 209, 719, 309), (367, 1211, 463, 1307), (855, 163, 965, 268), (7, 644, 113, 775), (257, 1403, 372, 1511), (597, 597, 714, 710), (759, 1466, 877, 1583), (358, 800, 481, 938), (459, 531, 559, 653), (123, 503, 243, 621), (1011, 759, 1127, 868), (704, 649, 788, 751), (294, 739, 414, 853), (727, 351, 829, 449), (723, 169, 826, 265), (66, 1246, 166, 1349), (562, 300, 664, 402), (1087, 1196, 1178, 1317), (406, 211, 505, 329), (846, 690, 953, 806), (1015, 628, 1113, 731), (243, 947, 340, 1073), (421, 385, 531, 494), (921, 942, 1026, 1057), (306, 526, 443, 639), (652, 1480, 763, 1592), (682, 747, 795, 840), (1040, 825, 1173, 944), (510, 0, 635, 108), (405, 1313, 504, 1426), (759, 65, 883, 164), (922, 1421, 1057, 1538), (515, 1289, 632, 1408), (231, 1496, 348, 1599), (257, 232, 413, 358)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
354,../../malaria/images/72105bb0-8e39-48be-b7f7-5b32f047b99e.png,"[(919, 1434, 1031, 1542), (218, 318, 327, 435), (75, 495, 186, 607), (681, 1110, 792, 1224), (303, 1250, 425, 1361), (615, 441, 739, 551), (564, 826, 687, 936), (553, 951, 656, 1075), (352, 134, 463, 253), (965, 999, 1078, 1110), (574, 1133, 687, 1254), (641, 611, 754, 726), (741, 766, 864, 884), (772, 1432, 900, 1543), (616, 175, 735, 300), (142, 912, 263, 1035), (278, 1358, 396, 1469), (862, 776, 988, 907), (317, 633, 433, 758), (461, 1401, 580, 1518), (759, 1327, 874, 1432), (1051, 1099, 1175, 1218), (252, 974, 386, 1097), (998, 164, 1118, 288), (875, 1099, 1000, 1211), (203, 679, 320, 802), (404, 353, 539, 468), (140, 780, 258, 889), (36, 1258, 152, 1372), (886, 539, 990, 663), (451, 142, 573, 278)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
355,../../malaria/images/95d5e689-c1d1-4ae8-a659-cc20c62a99f0.png,"[(269, 61, 377, 171), (929, 129, 1044, 233), (861, 888, 982, 1002), (644, 650, 759, 768), (509, 703, 629, 808), (713, 985, 812, 1099), (388, 700, 503, 809), (232, 1166, 340, 1270), (505, 371, 608, 468), (47, 269, 166, 386), (772, 1110, 879, 1260), (604, 47, 720, 159), (1057, 1402, 1163, 1529), (398, 1403, 526, 1531), (664, 209, 783, 331), (241, 996, 356, 1140), (607, 336, 721, 445), (197, 424, 321, 558), (314, 1333, 443, 1479), (996, 1484, 1113, 1598), (352, 929, 477, 1074), (435, 439, 566, 572), (1083, 553, 1200, 681), (708, 1471, 838, 1595), (85, 1255, 220, 1399), (885, 297, 1020, 449)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
